state,county,year,freezing_days
PA,MONTGOMERY,2021,8
OH,CUYAHOGA,2021,18
IN,ALLEN,2021,18
MI,JACKSON,2021,23
IA,MARSHALL,2021,43
ID,POWER,2021,9
ME,CUMBERLAND,2021,19
MI,MARQUETTE,2021,70
WI,WINNEBAGO,2021,47
WY,JOHNSON,2021,26
MT,GALLATIN,2021,20
ID,LEMHI,2021,20
OR,BAKER,2021,8
MI,EMMET,2021,36
MT,RICHLAND,2021,39
WA,GRANT,2021,15
TX,DALLAM,2021,8
MI,ALGER,2021,38
ND,BURKE,2021,64
TX,LLANO,2021,5
IN,BARTHOLOMEW,2021,16
ND,RICHLAND,2021,33
MN,MURRAY,2021,57
NE,WAYNE,2021,36
OH,BUTLER,2021,10
IL,MONTGOMERY,2021,18
AR,MONTGOMERY,2021,6
OK,PITTSBURG,2021,9
KS,MONTGOMERY,2021,12
CO,PITKIN,2021,15
PA,BUTLER,2021,13
NY,OSWEGO,2021,27
PA,ALLEGHENY,2021,14
OH,LUCAS,2021,19
IA,JOHNSON,2021,34
IA,AUDUBON,2021,34
NE,DAWSON,2021,22
VT,WINDSOR,2021,21
MI,GRAND TRAVERSE,2021,27
WI,ROCK,2021,35
SD,CUSTER,2021,33
SD,BRULE,2021,35
MT,GLACIER,2021,36
ID,KOOTENAI,2021,13
WA,OKANOGAN,2021,20
WA,WHATCOM,2021,8
IN,LAWRENCE,2021,16
NY,CORTLAND,2021,45
OK,CARTER,2021,9
IN,BARTHOLOMEW,2022,23
AK,PRINCE OF WALES-OUTER KETCHIKA,2022,9
MI,TUSCOLA,2022,43
IL,WHITE,2022,12
TX,NOLAN,2022,2
OK,CHEROKEE,2022,4
MS,HINDS,2022,1
NC,WILKES,2022,1
MO,JASPER,2022,14
OH,SUMMIT,2022,21
KS,FINNEY,2022,13
MA,NORFOLK,2022,9
PA,LANCASTER,2022,8
PA,ALLEGHENY,2022,19
NY,ERIE,2022,29
MI,CLINTON,2022,38
IA,DES MOINES,2022,40
NE,PLATTE,2022,36
ME,HANCOCK,2022,28
VT,WINDSOR,2022,31
MI,WEXFORD,2022,70
MI,ALPENA,2022,50
WI,MILWAUKEE,2022,31
WI,JEFFERSON,2022,51
IA,CLAY,2022,49
SD,PENNINGTON,2022,38
IL,CLAY,2022,14
WV,WYOMING,2022,8
IN,KOSCIUSKO,2022,42
MI,ST. JOSEPH,2022,49
NJ,MERCER,2022,12
IN,MARION,2022,17
MO,ST. FRANCOIS,2022,11
KS,SEWARD,2022,6
NY,NEW YORK,2022,10
MI,CALHOUN,2022,41
MI,MECOSTA,2022,55
IA,CLINTON,2022,49
IA,DECATUR,2022,36
WY,CONVERSE,2022,29
UT,DAVIS,2022,18
ID,CASSIA,2022,27
MI,MUSKEGON,2022,27
MI,IOSCO,2022,59
SD,BROOKINGS,2022,63
MI,HOUGHTON,2022,90
ND,BURLEIGH,2022,74
IA,JASPER,2022,44
WI,PRICE,2021,70
TX,KLEBERG,2021,1
OR,LAKE,2021,7
AR,DREW,2021,7
MN,ROCK,2021,46
AR,CRITTENDEN,2021,9
OK,GRADY,2021,10
TX,LAMAR,2021,8
WV,MONONGALIA,2021,10
KY,HENDERSON,2021,11
MO,ST. LOUIS,2021,13
CO,WASHINGTON,2021,13
NY,WARREN,2021,29
IA,FLOYD,2021,49
IA,CERRO GORDO,2021,51
NE,SARPY,2021,25
NE,MADISON,2021,27
MN,DAKOTA,2021,47
WY,WASHAKIE,2021,21
WY,BIG HORN,2021,22
MT,FERGUS,2021,34
MT,PARK,2021,20
ND,MCLEAN,2021,54
IL,RANDOLPH,2021,16
IL,PIKE,2021,20
NE,GRANT,2021,26
IA,CLARKE,2021,26
IL,VERMILION,2021,19
MO,JASPER,2021,14
OK,MUSKOGEE,2021,10
OK,TULSA,2021,9
PA,DAUPHIN,2021,3
IL,MCLEAN,2021,25
KS,BARTON,2021,15
UT,GRAND,2021,9
RI,KENT,2021,4
PA,CLEARFIELD,2021,19
NY,TOMPKINS,2021,24
IL,PEORIA,2021,22
MI,MECOSTA,2021,46
NE,BURT,2021,30
WY,GOSHEN,2021,14
MI,GENESEE,2021,24
SD,TRIPP,2021,26
SD,BEADLE,2021,37
ME,LINCOLN,2021,18
MN,KOOCHICHING,2021,63
ND,STUTSMAN,2021,52
IA,JASPER,2021,36
AR,INDEPENDENCE,2021,8
IL,EFFINGHAM,2021,16
TX,WILBARGER,2021,10
TX,HOOD,2021,16
MI,BENZIE,2021,35
OK,LINCOLN,2021,10
TX,MIDLAND,2021,8
TX,BROWN,2021,8
AR,BOONE,2021,10
OH,MUSKINGUM,2021,11
IN,HOWARD,2021,17
KS,JOHNSON,2021,14
KS,CLOUD,2021,16
KS,MORTON,2021,11
IL,COLES,2021,19
MI,ALPENA,2021,30
WI,IOWA,2021,37
SD,MEADE,2021,25
MN,REDWOOD,2021,54
SD,HUGHES,2021,36
SD,BROWN,2021,43
WY,CAMPBELL,2021,24
WY,PARK,2021,15
MN,COOK,2021,52
ND,CASS,2021,63
ND,STARK,2021,39
MT,GARFIELD,2021,30
IN,GRANT,2021,28
NE,SIOUX,2021,21
ND,KIDDER,2021,59
TX,WOOD,2021,4
TX,NOLAN,2021,9
KY,BOONE,2021,9
IL,JEFFERSON,2021,15
CO,LINCOLN,2021,12
PA,NORTHUMBERLAND,2021,7
PA,LUZERNE,2021,14
NY,ONONDAGA,2021,24
NV,LANDER,2021,3
ME,ANDROSCOGGIN,2021,19
NY,CLINTON,2021,43
MI,CHIPPEWA,2021,40
WA,WALLA WALLA,2021,8
IL,MORGAN,2021,25
MS,MARSHALL,2021,7
IA,O'BRIEN,2021,35
TX,LEE,2021,5
TX,MCCULLOCH,2021,7
IN,VANDERBURGH,2021,10
IL,JACKSON,2021,14
CA,EL DORADO,2021,5
WI,MILWAUKEE,2021,21
MT,CASCADE,2021,25
WA,CLALLAM,2021,2
KY,WOODFORD,2021,14
SD,LYMAN,2021,35
TX,CHEROKEE,2021,7
OK,WASHITA,2021,5
IA,APPANOOSE,2021,24
KY,HARDIN,2021,11
OH,HAMILTON,2021,9
MO,GREENE,2021,13
KS,RUSSELL,2021,16
NY,LIVINGSTON,2021,19
IA,WOODBURY,2021,29
ME,KENNEBEC,2021,21
NH,BELKNAP,2021,17
WI,GRANT,2021,37
WA,YAKIMA,2021,8
OK,ELLIS,2021,12
ME,ANDROSCOGGIN,2020,16
AK,YAKUTAT BOROUGH,2020,20
KY,PULASKI,2020,2
IN,ELKHART,2020,10
CO,PUEBLO,2020,5
MA,MIDDLESEX,2020,5
IA,LINN,2020,39
IA,BLACK HAWK,2020,29
IA,WEBSTER,2020,27
NE,PLATTE,2020,18
WY,CONVERSE,2020,17
ID,BLAINE,2020,42
ID,CASSIA,2020,2
MI,ALPENA,2020,22
WI,WINNEBAGO,2020,40
SD,ROBERTS,2020,66
SD,OTTER TAIL,2020,81
SD,BROWN,2020,45
SD,PENNINGTON,2020,18
WY,BIG HORN,2020,21
MT,VALLEY,2020,34
IL,WAYNE,2020,3
AK,HAINES BOROUGH,2022,46
TX,YOUNG,2022,3
IL,CRAWFORD,2022,22
OK,WASHITA,2022,7
AR,JACKSON,2022,6
TX,BELL,2022,1
AR,BOONE,2022,10
OK,MUSKOGEE,2022,8
MD,WASHINGTON,2022,8
KY,HARDIN,2022,9
OH,MONTGOMERY,2022,12
MO,JOHNSON,2022,19
CO,ALAMOSA,2022,12
IL,COLES,2022,23
IL,WILL,2022,36
NE,YORK,2022,33
NE,BROWN,2022,35
UT,WEBER,2022,10
CA,MODOC,2022,6
ME,KENNEBEC,2022,31
MT,PARK,2022,37
MI,MACKINAC,2022,74
IL,EFFINGHAM,2022,21
MO,LINN,2022,30
AL,CLARKE,2022,1
VA,WASHINGTON,2020,3
OK,POTTAWATOMIE,2020,1
MI,VAN BUREN,2020,16
KY,FAYETTE,2020,1
PA,LANCASTER,2020,1
MI,CLINTON,2020,15
IL,ROCK ISLAND,2020,12
IA,POLK,2020,23
IA,AUDUBON,2020,30
NE,KIMBALL,2020,11
ID,TWIN FALLS,2020,3
ME,OXFORD,2020,11
WI,SAUK,2020,32
WI,SAWYER,2020,60
SD,HAAKON,2020,21
MN,FREEBORN,2020,55
MI,HOUGHTON,2020,54
MN,AITKIN,2020,76
ND,BURLEIGH,2020,39
MT,RICHLAND,2020,32
NY,JEFFERSON,2020,20
AK,CHUGACH CENSUS AREA,2020,45
IA,O'BRIEN,2020,32
KY,WAYNE,2020,3
MI,DELTA,2020,34
OK,BLAINE,2020,3
WY,LINCOLN,2020,59
MN,WASECA,2020,47
IL,MONTGOMERY,2020,10
WI,RUSK,2020,52
OH,MUSKINGUM,2020,5
NE,BUFFALO,2020,11
MI,BERRIEN,2020,7
WI,DANE,2020,23
WI,POLK,2020,52
MI,DICKINSON,2020,58
MN,PENNINGTON,2020,81
WA,CHELAN,2020,10
ID,KOOTENAI,2020,8
WA,OKANOGAN,2020,7
NE,LANCASTER,2020,12
IL,EFFINGHAM,2020,6
OK,STEPHENS,2022,4
OK,LINCOLN,2022,8
NC,LINCOLN,2022,1
TX,MONTGOMERY,2022,2
OH,MUSKINGUM,2022,19
MO,ST. LOUIS,2022,13
IN,SHELBY,2022,13
KS,BARTON,2022,16
NY,ALBANY,2022,30
OH,BUTLER,2022,9
SD,TRIPP,2022,35
WA,KLICKITAT,2022,5
ID,NEZ PERCE,2022,7
ID,KOOTENAI,2022,23
TN,CUMBERLAND,2022,9
KY,EDMONSON,2022,8
MO,HOWELL,2020,2
IA,DALLAS,2020,25
TX,HALE,2020,2
NE,WAYNE,2020,31
IL,MCLEAN,2020,13
CO,LAKE,2020,56
NY,LIVINGSTON,2020,8
OH,LUCAS,2020,5
MI,MACOMB,2020,13
NE,SCOTTS BLUFF,2020,4
MN,OLMSTED,2020,53
WI,BROWN,2020,25
OH,GREENE,2020,4
MO,LINN,2020,21
AK,JUNEAU BOROUGH,2020,21
IL,MASSAC,2020,4
MI,BENZIE,2020,28
WV,KANAWHA,2020,3
NY,CHEMUNG,2020,9
PA,WESTMORELAND,2020,9
IL,DUPAGE,2020,15
MI,GRATIOT,2020,23
WY,ALBANY,2020,35
VT,CHITTENDEN,2020,22
IA,EMMET,2020,65
MN,WATONWAN,2020,42
MT,GLACIER,2020,33
NY,CHAUTAUQUA,2020,6
PA,LEBANON,2020,1
CA,NEVADA,2020,3
AK,ALEUTIANS WEST,2020,5
AK,KODIAK ISLAND BOROUGH,2020,25
OK,CANADIAN,2020,2
MN,LYON,2020,52
TX,HEMPHILL,2020,1
PA,INDIANA,2020,10
IN,ST. JOSEPH,2020,11
WI,IOWA,2020,27
MN,NOBLES,2020,59
SD,HARDING,2020,24
WY,JOHNSON,2020,27
ME,LINCOLN,2020,11
MT,CUSTER,2020,28
IA,SCOTT,2020,24
KS,RILEY,2020,7
NY,CORTLAND,2020,24
ME,ANDROSCOGGIN,2022,20
TX,GRAYSON,2022,3
KS,SHERMAN,2022,11
CO,MESA,2022,7
NY,WESTCHESTER,2022,12
MA,WORCESTER,2022,23
IA,MARSHALL,2022,50
NV,ELKO,2022,17
SD,BROWN,2022,59
WA,OKANOGAN,2022,54
MA,ESSEX,2022,14
NY,CHAUTAUQUA,2022,28
KY,CHRISTIAN,2022,7
UT,WAYNE,2022,2
NY,CORTLAND,2022,47
MI,OAKLAND,2020,13
MN,YELLOW MEDICINE,2020,43
WV,RANDOLPH,2020,4
CO,LA PLATA,2020,10
IL,COOK,2020,7
NY,ST. LAWRENCE,2020,32
SD,YANKTON,2020,32
SD,BEADLE,2020,38
MT,YELLOWSTONE,2020,22
MI,PRESQUE ISLE,2020,28
IL,MORGAN,2020,18
MI,TUSCOLA,2020,19
MN,ROCK,2020,48
VA,WISE,2020,4
MO,LIVINGSTON,2020,13
MA,FRANKLIN,2020,7
PA,BLAIR,2020,6
MT,FERGUS,2020,24
WA,SKAGIT,2021,5
OK,SEQUOYAH,2021,7
MI,VAN BUREN,2021,27
TX,HUNT,2021,9
NM,COLFAX,2021,4
WV,GREENBRIER,2021,3
OH,FAIRFIELD,2021,14
OK,KAY,2021,12
PA,LEBANON,2021,6
PA,ERIE,2021,19
ND,BURLEIGH,2021,37
AK,ALEUTIANS WEST,2022,1
IA,MAHASKA,2022,35
OK,GRADY,2022,6
VA,HENRICO,2022,2
NJ,MORRIS,2022,15
UT,CARBON,2022,13
NE,ADAMS,2022,27
NE,KEITH,2022,20
MT,MISSOULA,2022,41
WA,WHITMAN,2022,24
AL,CHILTON,2022,1
AK,KETCHIKAN GATEWAY BOROUGH,2020,8
IA,CLARKE,2020,21
NM,LEA,2020,2
NY,TOMPKINS,2020,17
NY,CLINTON,2020,27
SD,SHANNON,2020,7
IL,PIKE,2020,12
IL,DEKALB,2020,27
WV,GREENBRIER,2020,5
IL,CRAWFORD,2020,5
VA,BATH,2020,13
PA,CENTRE,2020,11
NY,ERIE,2020,9
IL,LAKE,2020,16
NE,VALLEY,2020,22
ME,KNOX,2020,13
MI,GRAND TRAVERSE,2020,18
NC,CABARRUS,2022,1
IL,ALEXANDER,2022,11
NY,ORANGE,2022,21
NC,MECKLENBURG,2022,1
WV,GREENBRIER,2022,10
KS,COWLEY,2022,9
KS,MONTGOMERY,2022,10
CO,WASHINGTON,2022,22
RI,PROVIDENCE,2022,11
MA,SUFFOLK,2022,8
NY,WARREN,2022,35
IA,BLACK HAWK,2022,45
WY,ALBANY,2022,36
OR,JOSEPHINE,2022,4
WI,IOWA,2022,36
OR,HARNEY,2022,22
IL,RANDOLPH,2022,11
IL,MARION,2022,10
OK,ELLIS,2022,5
IL,CRAWFORD,2021,18
IA,DALLAS,2021,29
OK,ROGERS,2021,10
MS,DESOTO,2021,7
CO,OTERO,2021,11
CO,LAS ANIMAS,2021,5
UT,CACHE,2021,18
MI,CLINTON,2021,29
NE,KEITH,2021,17
NV,ELKO,2021,3
MS,WASHINGTON,2021,7
IL,DEKALB,2021,44
TX,ELLIS,2021,4
WV,UPSHUR,2021,5
OK,STEPHENS,2021,11
TX,HALE,2021,8
AR,LAWRENCE,2021,9
MD,WASHINGTON,2021,4
KS,SHERMAN,2021,14
UT,CARBON,2021,9
WA,WHITMAN,2021,15
KY,WARREN,2021,7
MO,BARTON,2021,15
WY,CAMPBELL,2020,24
NJ,MORRIS,2020,3
IN,KOSCIUSKO,2020,15
CO,MONTROSE,2020,14
NY,ALLEGANY,2020,25
ID,POWER,2020,8
MI,MANISTEE,2020,18
WY,SHERIDAN,2020,18
ID,NEZ PERCE,2020,1
MD,HARFORD,2021,3
TX,HILL,2021,6
MS,LAFAYETTE,2021,7
AL,LIMESTONE,2021,1
NM,LEA,2021,5
NE,BROWN,2021,25
MI,KALAMAZOO,2021,23
MT,YELLOWSTONE,2021,25
KY,EDMONSON,2021,8
CO,LAS ANIMAS,2020,6
NY,YATES,2020,12
NE,LINCOLN,2020,4
ME,CUMBERLAND,2020,9
MI,GENESEE,2020,10
MI,SAGINAW,2020,12
MI,ROSCOMMON,2020,37
IN,LAWRENCE,2020,3
NE,SIOUX,2020,20
WV,UPSHUR,2022,12
TX,UPSHUR,2022,2
NJ,MONMOUTH,2022,5
KS,CLOUD,2022,16
KS,GRAHAM,2022,15
CO,MONTROSE,2022,10
MA,MIDDLESEX,2022,12
PA,LUZERNE,2022,21
PA,LYCOMING,2022,16
OH,CUYAHOGA,2022,28
NE,CHEYENNE,2022,21
NE,KIMBALL,2022,26
ID,TWIN FALLS,2022,32
SC,BARNWELL,2022,1
AR,WHITE,2022,2
VA,AUGUSTA,2022,9
WV,RANDOLPH,2022,8
MO,MARIES,2022,13
CO,LARIMER,2022,13
NE,RICHARDSON,2022,23
GA,ELBERT,2022,1
GA,WILKES,2022,1
LA,NATCHITOCHES,2022,1
KY,JEFFERSON,2022,5
KS,NEOSHO,2022,10
PA,LEBANON,2022,9
MO,BUCHANAN,2020,12
NY,WARREN,2020,16
IL,WILL,2020,9
MI,MONROE,2020,5
NE,MADISON,2020,15
IA,WOODBURY,2020,25
WY,GOSHEN,2020,7
MT,DAWSON,2020,30
SD,WALWORTH,2020,38
MT,SILVER BOW,2020,25
MN,STEARNS,2014,82
IA,CLARKE,2014,47
VT,ORLEANS,2014,52
IN,GRANT,2014,42
SD,MCPHERSON,2014,94
MI,OTSEGO,2014,96
ND,BURKE,2014,102
SD,LYMAN,2014,53
IL,CHAMPAIGN,2014,33
OH,COSHOCTON,2014,46
CO,WELD,2014,24
MO,LINN,2014,41
CO,WASHINGTON,2014,22
ND,BILLINGS,2014,66
MT,ROOSEVELT,2014,57
ME,PENOBSCOT,2014,43
NY,DUTCHESS,2014,27
AK,NORTH SLOPE BOROUGH,2014,142
IL,DEKALB,2014,70
ND,KIDDER,2014,99
WI,JUNEAU,2014,77
ME,AROOSTOOK,2014,63
AK,FAIRBANKS NORTH STAR BOROUGH,2014,115
OK,PAYNE,2014,8
SD,HARDING,2014,50
NY,CORTLAND,2014,63
MI,ALGER,2014,79
CO,BOULDER,2014,81
IA,JASPER,2014,56
AK,COPPER RIVER CENSUS AREA,2014,146
AK,NORTHWEST ARCTIC BOROUGH,2014,117
WY,CROOK,2014,65
NH,STRAFFORD,2014,34
CO,CHAFFEE,2014,9
MN,PINE,2014,106
AK,WADE HAMPTON,2014,74
IA,DALLAS,2014,49
AK,YUKON-KOYUKUK,2014,72
MA,NORFOLK,2014,26
AK,NOME,2014,80
AK,MATANUSKA-SUSITNA BOROUGH,2014,41
AK,LAKE AND PENINSULA BOROUGH,2014,11
ME,KENNEBEC,2014,44
VT,CALEDONIA,2014,68
AK,DENALI BOROUGH,2014,97
IN,BARTHOLOMEW,2014,37
ID,KOOTENAI,2014,28
SD,OTTER TAIL,2014,110
MN,ANOKA,2014,85
WI,PRICE,2014,101
MN,CASS,2014,108
MN,ROCK,2014,65
NE,BROWN,2014,40
MN,MURRAY,2014,76
NE,SARPY,2014,41
MI,PRESQUE ISLE,2014,86
MN,ITASCA,2014,113
NY,ONEIDA,2014,51
CO,ROUTT,2014,38
MO,ST. FRANCOIS,2014,21
MD,FREDERICK,2014,15
MI,WAYNE,2014,39
IL,DUPAGE,2014,59
UT,UTAH,2014,23
ID,BLAINE,2014,27
MN,WADENA,2014,109
MI,MACOMB,2014,56
ME,YORK,2014,44
MN,RICE,2014,84
WI,ROCK,2014,69
MN,OTTER TAIL,2014,110
MI,MARQUETTE,2014,106
AK,KENAI PENINSULA BOROUGH,2014,11
KY,BOONE,2014,20
IA,O'BRIEN,2014,57
IA,AUDUBON,2014,58
MI,ST. JOSEPH,2014,60
IL,EDGAR,2014,29
NE,DAWSON,2014,32
WI,VILAS,2014,101
VA,AUGUSTA,2014,8
MI,CALHOUN,2014,58
MI,OAKLAND,2014,54
MI,BENZIE,2014,74
OK,WASHITA,2014,10
MI,HURON,2014,60
IL,CRAWFORD,2014,23
IA,HARDIN,2014,70
NE,GAGE,2014,34
MI,INGHAM,2014,76
MI,CHIPPEWA,2014,86
MN,SWIFT,2014,80
MN,WASECA,2014,72
IL,MARION,2014,25
VA,WISE,2014,12
CO,GRAND,2014,45
IL,EFFINGHAM,2014,32
MN,SHERBURNE,2014,86
MN,FREEBORN,2014,82
MN,BELTRAMI,2014,113
MI,TUSCOLA,2014,72
WI,IOWA,2014,70
IA,HANCOCK,2014,72
WI,JEFFERSON,2014,73
MI,WEXFORD,2014,90
MN,ST. LOUIS,2014,93
MN,BECKER,2014,100
WY,SUBLETTE,2014,31
MI,IOSCO,2014,79
IL,RICHLAND,2014,28
MI,SHIAWASSEE,2014,71
IL,SALINE,2014,13
WI,MONROE,2014,76
SD,MEADE,2014,37
KY,CHRISTIAN,2014,11
WI,DANE,2014,67
NY,FRANKLIN,2014,76
NE,PLATTE,2014,46
MI,MANISTEE,2014,73
WY,PARK,2014,42
IL,WILL,2014,52
IA,CLINTON,2014,66
IL,PIKE,2014,33
WY,CONVERSE,2014,33
WY,CAMPBELL,2014,37
OH,CUYAHOGA,2014,36
IL,COOK,2014,40
MI,GRAND TRAVERSE,2014,74
WV,MONONGALIA,2014,20
IN,ST. JOSEPH,2014,56
NY,YATES,2014,44
CT,FAIRFIELD,2014,14
WA,KLICKITAT,2014,11
IL,LAKE,2014,67
TX,POTTER,2014,5
OH,TRUMBULL,2014,44
CT,HARTFORD,2014,18
MN,HUBBARD,2014,101
MT,CASCADE,2014,39
IA,LINN,2014,60
PA,LUZERNE,2014,35
WA,YAKIMA,2014,8
MN,OLMSTED,2014,80
MT,FERGUS,2014,40
ID,LEMHI,2014,43
NY,SULLIVAN,2014,58
IL,KNOX,2014,52
OK,BLAINE,2014,10
IA,WEBSTER,2014,66
CO,EAGLE,2014,26
IA,FLOYD,2014,77
NE,YORK,2014,44
IA,CERRO GORDO,2014,74
CO,RIO BLANCO,2014,20
OH,GREENE,2014,28
VT,LAMOILLE,2014,60
WI,ASHLAND,2014,95
NE,VALLEY,2014,41
IA,DES MOINES,2014,43
PA,MONROE,2014,50
MI,KALAMAZOO,2014,59
VT,CHITTENDEN,2014,45
WI,CHIPPEWA,2014,87
IL,WINNEBAGO,2014,60
AK,SOUTHEAST FAIRBANKS,2014,131
UT,DAVIS,2014,9
WI,BROWN,2014,80
MT,HILL,2014,56
OH,CLINTON,2014,31
WI,GRANT,2014,63
NY,OSWEGO,2014,50
IN,DUBOIS,2014,20
MT,LEWIS AND CLARK,2014,40
NM,SAN MIGUEL,2014,4
MN,LAKE OF THE WOODS,2014,107
MT,MISSOULA,2014,42
MA,BRISTOL,2014,15
MN,HENNEPIN,2014,76
SD,DAVISON,2014,55
NE,DAWES,2014,30
IA,MARSHALL,2014,60
MN,CROW WING,2014,94
OH,RICHLAND,2014,44
ND,CASS,2014,88
MN,KOOCHICHING,2014,108
IA,POLK,2014,47
OH,MUSKINGUM,2014,27
IL,ROCK ISLAND,2014,52
MI,ALPENA,2014,81
MI,ROSCOMMON,2014,84
WI,RACINE,2014,68
SD,BROWN,2014,70
OH,SUMMIT,2014,36
MA,FRANKLIN,2014,36
OH,HANCOCK,2014,41
IA,BLACK HAWK,2014,67
WA,KITTITAS,2014,12
IA,CLAY,2014,63
WI,MANITOWOC,2014,65
MI,CLINTON,2014,66
ND,BURLEIGH,2014,69
NH,GRAFTON,2014,41
PA,LANCASTER,2014,24
IA,JOHNSON,2014,56
MI,JACKSON,2014,60
NY,WARREN,2014,44
PA,LEHIGH,2014,23
KS,SHAWNEE,2014,20
DE,NEW CASTLE,2014,14
NY,QUEENS,2014,13
MI,EMMET,2014,82
IA,STORY,2014,54
MI,HOUGHTON,2014,105
SD,HUGHES,2014,50
OH,LUCAS,2014,49
NY,MONROE,2014,46
NE,BOX BUTTE,2014,36
RI,KENT,2014,19
OK,OKLAHOMA,2014,5
ND,STUTSMAN,2014,82
MI,WASHTENAW,2014,59
NY,ALLEGANY,2014,57
PA,MONTGOMERY,2014,15
NE,LINCOLN,2014,35
VT,WINDSOR,2014,46
MA,HAMPDEN,2014,32
ND,MCLEAN,2014,84
NE,RED WILLOW,2014,28
NH,MERRIMACK,2014,36
NY,CHAUTAUQUA,2014,46
CO,LINCOLN,2014,25
SD,TRIPP,2014,41
VT,WASHINGTON,2014,66
SD,CODINGTON,2014,76
MA,PLYMOUTH,2014,10
WY,FREMONT,2014,33
NY,ST. LAWRENCE,2014,57
MT,GARFIELD,2014,46
SD,ROBERTS,2014,74
KS,CLOUD,2014,26
MD,ANNE ARUNDEL,2014,10
OH,FRANKLIN,2014,24
CO,ALAMOSA,2014,26
MI,KENT,2014,62
IL,MCLEAN,2014,47
WI,WINNEBAGO,2014,74
UT,UINTAH,2014,31
MD,WASHINGTON,2014,17
MT,VALLEY,2014,64
ND,GRAND FORKS,2014,103
VT,BENNINGTON,2014,44
CT,WINDHAM,2014,26
WY,GOSHEN,2014,28
ND,WILLIAMS,2014,72
WA,SPOKANE,2014,16
MA,BARNSTABLE,2014,9
MT,FLATHEAD,2014,49
IA,WOODBURY,2014,48
MN,COOK,2014,90
SD,HAAKON,2014,43
SD,MINNEHAHA,2014,60
PA,NORTHUMBERLAND,2014,26
PA,YORK,2014,19
OK,KIOWA,2014,5
MO,JOHNSON,2014,24
PA,LEBANON,2014,26
MN,MARTIN,2014,78
MN,NOBLES,2014,78
WI,DOUGLAS,2014,89
NH,BELKNAP,2014,52
MT,DAWSON,2014,68
WI,SAUK,2014,57
ID,CANYON,2014,27
PA,BUTLER,2014,50
PA,VENANGO,2014,56
MI,GOGEBIC,2014,101
IL,MORGAN,2014,30
MN,YELLOW MEDICINE,2014,61
MN,BLUE EARTH,2014,80
CO,GUNNISON,2014,50
KS,BARTON,2014,19
WI,BARRON,2014,87
ME,ANDROSCOGGIN,2014,46
WI,LINCOLN,2014,102
MI,MACKINAC,2014,89
ND,RICHLAND,2014,91
MI,DELTA,2014,94
TN,OBION,2014,20
MN,WRIGHT,2014,88
WI,MILWAUKEE,2014,66
ND,RAMSEY,2014,105
NC,WILKES,2014,3
IA,CASS,2014,51
KY,HARDIN,2014,14
IL,ST. CLAIR,2014,22
KS,RUSSELL,2018,15
AK,MATANUSKA-SUSITNA BOROUGH,2018,64
AK,LAKE AND PENINSULA BOROUGH,2018,17
AK,YUKON-KOYUKUK,2018,97
AK,NORTHWEST ARCTIC BOROUGH,2018,118
AK,NORTH SLOPE BOROUGH,2018,133
AK,FAIRBANKS NORTH STAR BOROUGH,2018,115
AK,WADE HAMPTON,2018,73
NC,CHEROKEE,2018,2
AK,SKAGWAY-HOONAH-ANGOON,2018,5
NE,PLATTE,2018,32
AK,NOME,2018,78
NC,CABARRUS,2018,3
MO,MILLER,2018,14
KS,COWLEY,2018,7
KS,NEOSHO,2018,10
WY,TETON,2018,37
ME,ANDROSCOGGIN,2018,28
WI,BARRON,2018,86
SD,BROOKINGS,2018,73
ME,AROOSTOOK,2018,56
MI,GOGEBIC,2018,89
ND,RAMSEY,2018,104
ND,GRAND FORKS,2018,100
AK,ANCHORAGE BOROUGH,2018,34
AK,BETHEL,2018,16
AK,KENAI PENINSULA BOROUGH,2018,18
AK,DENALI BOROUGH,2018,103
AK,SOUTHEAST FAIRBANKS,2018,118
AK,BRISTOL BAY BOROUGH,2018,26
AK,HAINES BOROUGH,2018,43
MI,OAKLAND,2018,26
IL,MASSAC,2018,12
MI,ALGER,2018,64
TX,HOOD,2018,2
IL,CRAWFORD,2018,21
MI,BENZIE,2018,42
WI,WAUPACA,2018,37
OK,PAYNE,2018,4
MN,MURRAY,2018,80
IA,DALLAS,2018,36
VT,ORLEANS,2018,70
WY,LINCOLN,2018,26
IA,HANCOCK,2018,53
ND,RICHLAND,2018,91
MI,TUSCOLA,2018,40
MN,WASECA,2018,68
AR,CRITTENDEN,2018,6
MD,FREDERICK,2018,8
MN,WRIGHT,2018,85
OH,BUTLER,2018,13
MN,YELLOW MEDICINE,2018,60
IA,HARDIN,2018,46
WI,LINCOLN,2018,89
MN,LYON,2018,63
MI,VAN BUREN,2018,27
MS,TUNICA,2018,6
TX,KERR,2018,2
WI,VILAS,2018,90
MS,LOWNDES,2018,1
AR,PULASKI,2018,3
AR,MONTGOMERY,2018,2
AR,BENTON,2018,7
NE,BOONE,2018,34
OK,GARFIELD,2018,5
OK,TULSA,2018,4
NM,SOCORRO,2018,2
WI,RUSK,2018,80
MD,CALVERT,2018,7
VA,WASHINGTON,2018,10
PA,PHILADELPHIA,2018,6
VA,CAMPBELL,2018,8
VA,MECKLENBURG,2018,6
WV,GREENBRIER,2018,10
WV,MONONGALIA,2018,12
WV,BROOKE,2018,18
OH,SUMMIT,2018,18
IN,SHELBY,2018,15
IN,MARION,2018,18
IL,MCLEAN,2018,26
MO,MARIES,2018,19
MO,ADAIR,2018,30
KS,JOHNSON,2018,19
KS,GEARY,2018,16
