state,county,year,freezing_days
TX,WISE,2022,2
MD,MONTGOMERY,2022,6
TX,TARRANT,2022,2
SC,GREENVILLE,2022,1
KS,LYON,2022,11
TX,HOOD,2022,2
TX,COMANCHE,2022,1
MO,JACKSON,2020,9
IL,JACKSON,2020,4
NY,DUTCHESS,2020,5
NE,BOX BUTTE,2020,9
SD,CUSTER,2020,29
KY,EDMONSON,2020,3
VA,VIRGINIA BEACH (CITY),2022,2
AR,MISSISSIPPI,2022,6
LA,OUACHITA,2021,2
PA,BERKS,2021,4
NE,HALL,2021,21
NV,PERSHING,2021,1
OR,DESCHUTES,2021,4
AL,CULLMAN,2022,1
KS,SHAWNEE,2022,12
NJ,SOMERSET,2022,7
AL,JEFFERSON,2022,1
KY,WAYNE,2021,6
CT,HARTFORD,2021,7
AL,LAWRENCE,2021,4
LA,LINCOLN,2021,3
TX,ANGELINA,2021,1
CO,PUEBLO,2021,10
TX,COLLIN,2021,8
TX,VAL VERDE,2021,1
AR,JACKSON,2021,9
IN,DUBOIS,2021,11
ID,ELMORE,2021,5
TX,WINKLER,2021,5
WV,MASON,2021,5
WI,WAUPACA,2020,20
TN,RUTHERFORD,2020,2
OH,FAIRFIELD,2020,5
KS,RUSSELL,2020,6
CO,WASHINGTON,2020,12
NY,OSWEGO,2020,13
SC,ANDERSON,2022,1
GA,FLOYD,2022,1
IL,JACKSON,2022,11
NV,LANDER,2022,6
OK,WOODS,2020,3
CA,EL DORADO,2020,1
VT,BENNINGTON,2020,12
TX,CHEROKEE,2022,2
LA,LINCOLN,2022,1
VA,FAIRFAX,2022,3
IL,WHITE,2020,3
MI,SHIAWASSEE,2020,13
KS,FORD,2020,3
RI,PROVIDENCE,2020,2
TN,BLOUNT,2020,1
MD,WASHINGTON,2020,1
KY,HARDIN,2020,3
MO,ST. CHARLES,2020,4
KY,WOODFORD,2020,3
WA,SKAGIT,2022,4
AL,SHELBY,2022,1
NC,SCOTLAND,2022,1
VA,MONTGOMERY,2022,3
PA,ALLEGHENY,2020,4
CO,ALAMOSA,2021,6
NV,CHURCHILL,2022,2
KY,BELL,2020,3
OK,LOGAN,2020,1
CO,ARAPAHOE,2020,6
IN,MIAMI,2020,9
NC,CHEROKEE,2020,1
AR,INDEPENDENCE,2022,5
CO,PUEBLO,2022,4
OR,LAKE,2022,12
TX,HEMPHILL,2021,10
AR,JEFFERSON,2021,8
NM,QUAY,2021,3
ID,TWIN FALLS,2021,5
WA,ISLAND,2021,3
NM,EDDY,2021,3
NM,SAN JUAN,2020,1
TX,COOKE,2021,9
KY,PULASKI,2021,4
CA,MODOC,2021,7
IL,CLAY,2021,17
AR,BOONE,2020,2
NC,CHEROKEE,2022,2
NM,LINCOLN,2022,3
NC,GUILFORD,2022,1
NV,PERSHING,2022,2
AL,CALHOUN,2022,1
NM,COLFAX,2022,4
AR,JEFFERSON,2022,1
KY,FRANKLIN,2022,5
MD,HARFORD,2022,4
CO,LA PLATA,2022,7
NC,BUNCOMBE,2022,3
CO,MONTEZUMA,2020,2
MA,WORCESTER,2020,9
AK,ALEUTIANS WEST,2014,5
MO,BARTON,2014,16
AK,ALEUTIANS EAST BOROUGH,2014,10
MD,HARFORD,2014,17
VA,MECKLENBURG,2014,4
WV,MASON,2014,8
OK,TULSA,2014,4
OR,JOSEPHINE,2014,2
UT,BEAVER,2014,5
SC,HORRY,2014,1
AR,MILLER,2014,2
NM,SANTA FE,2014,4
MO,MARIES,2014,18
OR,HARNEY,2014,9
AK,SKAGWAY-HOONAH-ANGOON,2014,5
TX,HILL,2018,3
OK,WASHITA,2018,4
TX,HUNT,2018,1
TX,PALO PINTO,2018,2
MS,LEE,2018,2
NJ,OCEAN,2018,6
KS,FINNEY,2018,11
CO,LINCOLN,2018,10
CT,FAIRFIELD,2018,10
RI,WASHINGTON,2018,6
WY,CONVERSE,2018,20
ID,TWIN FALLS,2018,10
OR,UNION,2018,3
MA,NORFOLK,2018,6
NC,ORANGE,2018,3
AR,INDEPENDENCE,2018,5
OK,BLAINE,2013,11
RI,KENT,2013,10
OR,MARION,2013,4
AK,KETCHIKAN GATEWAY BOROUGH,2013,3
MD,WORCESTER,2013,4
NY,WESTCHESTER,2013,14
NC,UNION,2013,1
WV,KANAWHA,2013,8
KY,EDMONSON,2015,13
AK,LAKE AND PENINSULA BOROUGH,2015,9
TX,COOKE,2015,2
TX,HALE,2015,6
TX,MCCULLOCH,2015,3
OH,BUTLER,2015,18
NC,CABARRUS,2015,3
VA,ARLINGTON,2015,5
OK,KAY,2015,4
OR,KLAMATH,2015,8
OR,UNION,2015,15
NC,LINCOLN,2015,1
NC,WAKE,2015,2
PA,ADAMS,2015,21
NM,SOCORRO,2015,4
IL,RICHLAND,2015,21
IL,EFFINGHAM,2015,23
ID,CANYON,2015,16
OK,ROGERS,2015,6
DE,NEW CASTLE,2015,11
TX,MIDLAND,2015,4
NJ,OCEAN,2019,3
AK,SKAGWAY-HOONAH-ANGOON,2019,7
AK,YAKUTAT BOROUGH,2019,11
TX,HALE,2019,4
MO,HOWELL,2019,6
OK,GARFIELD,2019,5
OK,MUSKOGEE,2019,4
AZ,NAVAJO,2019,4
AZ,APACHE,2019,5
PA,DAUPHIN,2019,5
DE,KENT,2019,5
MO,MARIES,2019,17
PA,ALLEGHENY,2019,16
AK,PRINCE OF WALES-OUTER KETCHIKA,2017,3
AR,CRITTENDEN,2017,5
CT,FAIRFIELD,2017,7
NC,LINCOLN,2017,2
OK,WOODWARD,2017,7
VA,NEWPORT NEWS (CITY),2017,2
VA,DINWIDDIE,2017,4
VA,ACCOMACK,2017,3
NJ,BURLINGTON,2017,7
VA,WISE,2017,7
IL,WINNEBAGO,2017,17
OR,WASHINGTON,2017,2
KY,BOONE,2005,6
OK,ELLIS,2005,6
IL,RICHLAND,2005,15
NE,KEITH,2005,23
VA,ISLE OF WIGHT,2005,2
OK,OKLAHOMA,2005,3
UT,BEAVER,2005,5
NC,NASH,2005,3
PA,LEBANON,2005,7
MD,WICOMICO,2005,5
MI,VAN BUREN,2005,17
IL,ALEXANDER,2005,1
VA,TAZEWELL,2005,11
KY,HENDERSON,2005,8
NC,ROWAN,2005,1
AR,BENTON,2005,2
VA,STAFFORD,2005,5
NC,UNION,2005,2
NC,ALAMANCE,2005,5
UT,TOOELE,2019,7
CA,EL DORADO,2019,12
MA,PLYMOUTH,2019,10
NC,ASHE,2019,10
VA,SMYTH,2019,3
WV,KANAWHA,2019,8
MA,DUKES,2019,7
OR,UNION,2019,6
IL,SALINE,2019,9
IL,RICHLAND,2019,15
OK,ROGERS,2013,5
CO,EL PASO,2013,16
MD,PRINCE GEORGE'S,2013,4
OR,MULTNOMAH,2013,3
NC,WATAUGA,2013,7
VA,PULASKI,2013,4
TN,OBION,2017,3
NC,IREDELL,2017,4
KY,BELL,2017,3
OK,WASHITA,2017,3
OK,GARVIN,2017,2
AR,WHITE,2017,2
VA,CULPEPER,2017,3
MS,LEE,2017,1
NJ,MONMOUTH,2017,10
WV,GREENBRIER,2017,10
OH,MUSKINGUM,2017,12
KS,NEOSHO,2017,7
MA,PLYMOUTH,2017,9
KY,EDMONSON,2017,4
MS,MARSHALL,2017,3
KY,DAVIESS,2017,6
TX,WILBARGER,2017,4
KY,WAYNE,2017,6
AR,BAXTER,2017,5
CO,ALAMOSA,2017,10
UT,IRON,2017,6
SD,PENNINGTON,2017,36
IL,PIKE,2017,16
AR,BAXTER,2018,8
CO,MONTROSE,2018,8
CO,LA PLATA,2018,7
NE,GAGE,2018,28
MA,BRISTOL,2018,7
TX,KAUFMAN,2018,2
AR,MILLER,2018,3
TX,KIMBLE,2018,1
TX,POTTER,2018,3
OK,KAY,2018,6
LA,BOSSIER,2018,1
MD,MONTGOMERY,2018,7
NC,LINCOLN,2018,3
NC,IREDELL,2018,6
VA,ISLE OF WIGHT,2018,5
OK,COMANCHE,2018,4
AL,COLBERT,2018,3
MD,BALTIMORE (CITY),2018,9
UT,WAYNE,2015,3
VA,MONTGOMERY,2015,7
IL,CLAY,2015,20
KY,PULASKI,2015,10
AL,MARSHALL,2015,2
NC,PASQUOTANK,2015,2
RI,WASHINGTON,2016,4
AK,BETHEL,2016,6
PA,LUZERNE,2016,18
PA,LEBANON,2016,11
KS,LYON,2016,13
KS,SEWARD,2016,2
KY,PULASKI,2016,11
OK,CHEROKEE,2016,1
IL,MASSAC,2016,9
NC,IREDELL,2016,2
NM,SANTA FE,2016,1
MA,ESSEX,2016,11
TX,TAYLOR,2016,1
VA,STAFFORD,2016,4
PA,LYCOMING,2016,11
NM,CHAVES,2016,1
NC,CLEVELAND,2016,3
IL,RICHLAND,2016,18
MD,WICOMICO,2016,4
AK,SITKA BOROUGH,2017,8
KS,FORD,2017,7
MA,MIDDLESEX,2017,14
PA,CLEARFIELD,2017,14
AL,FRANKLIN,2016,1
MO,DENT,2016,13
PA,WESTMORELAND,2016,22
NC,ROWAN,2016,3
WY,GOSHEN,2016,11
NE,SCOTTS BLUFF,2016,16
MD,WASHINGTON,2016,10
NC,RICHMOND,2016,1
OK,ATOKA,2005,2
KY,DAVIESS,2005,3
VA,ALBEMARLE,2005,5
IL,CLAY,2005,12
KY,PULASKI,2005,4
IL,WAYNE,2005,11
GA,HALL,2005,1
AK,YAKUTAT BOROUGH,2005,8
OK,WOODS,2013,8
VA,HANOVER,2013,2
RI,NEWPORT,2013,16
NC,FORSYTH,2013,1
AR,CRITTENDEN,2013,2
TX,WICHITA,2013,1
OK,PONTOTOC,2013,4
TX,MCCULLOCH,2019,1
NJ,BURLINGTON,2019,4
PA,BERKS,2019,7
VA,HAMPTON (CITY),2019,1
NC,HENDERSON,2019,1
NC,BUNCOMBE,2019,2
AR,JACKSON,2019,1
NC,WATAUGA,2019,6
VA,MONTGOMERY,2019,3
KS,COWLEY,2019,9
MA,NANTUCKET,2019,9
PA,YORK,2019,4
ID,NEZ PERCE,2019,13
TN,CUMBERLAND,2019,5
AL,JACKSON,2015,2
WA,GRANT,2015,15
VA,AUGUSTA,2015,9
NC,HERTFORD,2015,3
GA,FLOYD,2015,1
CO,LINCOLN,2015,22
KS,COWLEY,2015,5
KS,MONTGOMERY,2015,3
NC,LENOIR,2015,4
OK,WOODWARD,2015,4
VA,CAMPBELL,2015,5
VA,MONTGOMERY,2013,5
TX,PECOS,2013,2
VA,ALBEMARLE,2013,3
OR,LANE,2013,5
NC,ALAMANCE,2013,1
OK,WOODWARD,2013,10
NM,CIBOLA,2013,5
VA,STAFFORD,2014,7
KS,PRATT,2014,18
TX,HALE,2014,3
OK,LOGAN,2014,5
GA,DEKALB,2014,2
GA,RICHMOND,2014,1
CA,MODOC,2014,1
MD,WORCESTER,2014,7
ID,POWER,2014,13
GA,CLARKE,2014,1
CO,PITKIN,2014,24
TN,BLOUNT,2014,6
AR,BENTON,2014,4
AL,CLARKE,2014,2
NC,ALAMANCE,2014,3
VA,HANOVER,2014,6
UT,CARBON,2014,5
SC,GREENWOOD,2014,1
MS,WASHINGTON,2014,1
GA,COBB,2014,2
AL,MARSHALL,2014,3
MO,CLAY,2014,19
OK,WOODWARD,2006,4
NE,LANCASTER,2006,7
NH,BELKNAP,2006,34
WA,GRANT,2006,13
CO,PUEBLO,2006,4
CO,LA PLATA,2006,8
MI,CALHOUN,2006,17
CO,EL PASO,2006,11
MI,WAYNE,2006,5
RI,KENT,2006,4
OH,HAMILTON,2006,4
KY,JEFFERSON,2006,3
MD,WASHINGTON,2006,2
NJ,BURLINGTON,2006,2
KS,SHAWNEE,2006,3
ID,ELMORE,2006,5
PA,BUTLER,2006,14
IN,DUBOIS,2006,3
KY,PULASKI,2006,2
DE,KENT,2006,1
AZ,GRANT,2010,1
OK,PAYNE,2010,7
AK,ALEUTIANS WEST,2010,8
NM,CIBOLA,2010,2
DE,SUSSEX,2010,9
AK,KODIAK ISLAND BOROUGH,2010,12
MA,PLYMOUTH,2010,11
AR,BAXTER,2010,10
NJ,CUMBERLAND,2010,12
VA,LOUDOUN,2010,4
WA,SAN JUAN,2010,3
MS,WASHINGTON,2010,2
NV,ELKO,2010,16
MD,CALVERT,2010,6
WA,SNOHOMISH,2010,2
VA,ARLINGTON,2010,4
OR,UNION,2010,7
OK,GARVIN,2013,3
NC,LINCOLN,2013,1
PA,LEBANON,2013,9
OR,CLATSOP,2013,2
AK,YAKUTAT BOROUGH,2013,14
DE,KENT,2013,5
OK,STEPHENS,2013,3
VA,ARLINGTON,2019,2
CT,NEW LONDON,2019,6
CA,MODOC,2019,3
ME,CUMBERLAND,2019,18
OK,ELLIS,2019,5
MO,DENT,2019,7
NM,QUAY,2015,3
WV,KANAWHA,2015,8
AR,LAWRENCE,2015,8
TX,DALLAM,2015,4
MO,MILLER,2017,9
AL,MADISON,2017,1
TX,PALO PINTO,2017,2
WV,RANDOLPH,2017,12
IN,DELAWARE,2017,15
MS,CARROLL,2017,1
KS,RILEY,2017,6
TN,CUMBERLAND,2017,4
WA,KITTITAS,2004,8
OR,MARION,2004,2
KY,JEFFERSON,2004,9
NE,CHASE,2004,11
WA,CHELAN,2004,10
NC,GUILFORD,2004,2
VA,VIRGINIA BEACH (CITY),2004,2
OR,MALHEUR,2004,8
MO,MARIES,2004,17
NV,HUMBOLDT,2004,7
AR,JEFFERSON,2004,2
OK,PITTSBURG,2004,3
MD,HARFORD,2018,6
AR,LAWRENCE,2018,7
OK,LINCOLN,2018,5
TX,NOLAN,2018,2
KS,SEWARD,2018,8
MA,FRANKLIN,2018,7
NE,KEITH,2018,12
ID,ADA,2018,3
AR,SEVIER,2018,2
AR,MISSISSIPPI,2007,3
OK,LE FLORE,2007,5
NC,WATAUGA,2007,15
AK,VALDEZ-CORDOVA,2007,11
MD,ANNE ARUNDEL,2007,5
RI,NEWPORT,2007,21
MA,SUFFOLK,2007,15
WA,SKAGIT,2007,2
TX,YOUNG,2007,4
TX,HOOD,2007,2
TX,TAYLOR,2007,3
TX,ELLIS,2018,2
TX,JOHNSON,2018,2
OK,POTTAWATOMIE,2018,4
NC,PASQUOTANK,2018,3
NC,BURKE,2018,3
AR,UNION,2018,3
VA,HENRICO,2018,5
MD,WASHINGTON,2018,9
WV,RANDOLPH,2018,15
MA,NANTUCKET,2018,6
MD,WORCESTER,2018,6
TX,KERR,2007,2
NJ,ATLANTIC,2007,6
NM,SAN JUAN,2007,8
AR,BAXTER,2007,7
NM,SANTA FE,2007,12
MO,ST. CHARLES,2007,16
AK,PRINCE OF WALES-OUTER KETCHIKA,2007,2
OH,BUTLER,2011,14
AZ,NAVAJO,2011,2
UT,MILLARD,2011,18
AL,DEKALB,2011,2
AR,INDEPENDENCE,2011,6
TX,LUBBOCK,2011,4
TN,SHELBY,2011,2
CA,MODOC,2011,3
AL,JEFFERSON,2011,1
KY,JEFFERSON,2011,7
TX,MEDINA,2011,2
TX,KIMBLE,2011,2
NJ,ESSEX,2011,3
IL,MASSAC,2011,6
ID,CANYON,2011,9
IL,CRAWFORD,2005,8
OK,CARTER,2005,1
VA,VIRGINIA BEACH (CITY),2005,3
CT,FAIRFIELD,2005,13
DC,LOUDOUN,2005,7
NC,WATAUGA,2005,5
AR,PRAIRIE,2005,2
VA,HAMPTON (CITY),2005,3
AR,MISSISSIPPI,2005,4
AK,YAKUTAT BOROUGH,2016,7
MA,NORFOLK,2016,7
AL,COLBERT,2016,1
AL,LIMESTONE,2016,1
VA,WASHINGTON,2016,5
MA,PLYMOUTH,2016,5
VA,CAMPBELL,2016,4
TX,POTTER,2016,2
MA,BRISTOL,2016,5
TN,CUMBERLAND,2006,5
WA,KITSAP,2006,1
IL,WHITE,2006,3
KS,BARTON,2006,5
NE,LINCOLN,2006,11
NE,VALLEY,2006,16
MA,BARNSTABLE,2006,3
MA,HAMPDEN,2006,12
MT,CUSTER,2006,15
AR,CRITTENDEN,2006,2
WY,NATRONA,2006,14
NY,CHEMUNG,2006,17
MA,PLYMOUTH,2006,10
KY,BOONE,2006,3
NM,CURRY,2007,5
OR,DOUGLAS,2007,1
CO,WELD,2010,7
NM,CHAVES,2010,1
TX,NAVARRO,2010,1
AR,SEBASTIAN,2010,2
TX,POTTER,2010,4
NC,GUILFORD,2010,2
OK,COMANCHE,2010,2
MO,DENT,2012,4
PA,PHILADELPHIA,2012,2
VA,SMYTH,2012,1
NY,ERIE,2012,11
IN,TIPPECANOE,2012,13
WA,KITTITAS,2012,9
MA,ESSEX,2012,7
OR,MALHEUR,2012,4
RI,NEWPORT,2012,4
KS,GRAHAM,2012,9
OK,LOGAN,2012,1
IL,SANGAMON,2012,9
AL,ESCAMBIA,2014,2
CA,NEVADA,2014,3
NM,MCKINLEY,2014,1
CO,MESA,2014,11
SC,YORK,2014,1
GA,COWETA,2014,2
KY,WOODFORD,2004,17
CA,PLACER,2004,5
CO,PUEBLO,2004,3
OK,OKLAHOMA,2004,3
CO,LINCOLN,2004,11
TN,ANDERSON,2004,1
VA,LOUDOUN,2004,11
IL,CHAMPAIGN,2008,34
IL,MASSAC,2008,7
KS,NEOSHO,2008,12
MD,WORCESTER,2008,2
MA,MIDDLESEX,2008,20
KS,GEARY,2008,17
PA,BLAIR,2008,28
CO,LAS ANIMAS,2008,5
TX,RED RIVER,2008,1
OH,BUTLER,2008,8
TX,WILLIAMSON,2018,1
AR,JEFFERSON,2018,4
TN,ANDERSON,2018,4
MA,MIDDLESEX,2018,11
OR,JOSEPHINE,2018,6
MD,PRINCE GEORGE'S,2018,7
OK,ROGERS,2011,8
NC,DAVIDSON,2011,2
TX,EDWARDS,2011,2
NM,OTERO,2011,3
TX,UPSHUR,2011,3
TX,MCCULLOCH,2011,2
NC,CLEVELAND,2011,1
AK,ALEUTIANS WEST,2011,8
KS,SHERMAN,2011,12
TX,POTTER,2011,6
PA,DAUPHIN,2011,16
OR,UMATILLA,2011,9
NM,SANTA FE,2011,8
OK,GARVIN,2011,4
AR,JACKSON,2011,9
OK,WASHITA,2011,7
CA,EL DORADO,2011,3
TX,CHILDRESS,2011,5
NM,UNION,2011,9
TN,RUTHERFORD,2011,2
IN,VANDERBURGH,2011,10
TX,DALLAM,2011,9
TX,NAVARRO,2011,3
VA,STAFFORD,2011,3
TX,EL PASO,2011,1
OR,KLAMATH,2011,10
AR,PULASKI,2011,3
NM,LUNA,2011,1
OR,HOOD RIVER,2011,2
DE,SUSSEX,2011,4
MI,MONROE,2006,11
WV,WYOMING,2006,2
MS,TUNICA,2006,1
TX,NOLAN,2006,1
IL,WAYNE,2006,3
NM,MCKINLEY,2006,3
OK,KAY,2006,6
IA,JOHNSON,2006,9
CO,MONTEZUMA,2006,2
KS,MONTGOMERY,2006,3
KY,FAYETTE,2006,3
KS,FINNEY,2006,6
CT,NEW LONDON,2006,6
ID,ADA,2006,3
IL,MASSAC,2006,3
AR,INDEPENDENCE,2009,2
AL,TALLADEGA,2009,1
MO,DENT,2009,13
ID,TWIN FALLS,2009,21
KS,MONTGOMERY,2009,9
KY,BOONE,2009,15
NJ,MERCER,2009,14
NJ,ESSEX,2009,8
KS,GEARY,2009,20
NC,COLUMBUS,2009,1
OR,HOOD RIVER,2009,4
VA,WISE,2016,11
AZ,APACHE,2010,1
ID,POWER,2010,12
AL,JEFFERSON,2010,1
AK,SITKA BOROUGH,2010,1
AR,WASHINGTON,2010,10
NM,SAN MIGUEL,2010,4
OK,ELLIS,2010,8
MS,CARROLL,2010,4
OK,KIOWA,2010,2
VA,FAIRFAX,2010,6
NC,MACON,2010,8
OK,GARFIELD,2009,4
PA,MONTGOMERY,2009,12
TX,CULBERSON,2009,2
OK,TULSA,2009,2
CT,HARTFORD,2009,19
GA,FLOYD,2009,1
NM,SAN JUAN,2009,5
VA,HENRICO,2009,1
VA,HAMPTON (CITY),2009,4
OK,LOGAN,2016,3
CO,EL PASO,2016,6
RI,KENT,2016,6
AK,KETCHIKAN GATEWAY BOROUGH,2016,7
VA,ALBEMARLE,2016,4
NM,LINCOLN,2016,3
DC,LOUDOUN,2016,6
DE,KENT,2016,4
VA,HENRY,2012,1
IN,LAWRENCE,2012,7
MI,WASHTENAW,2012,16
OR,UNION,2012,4
CT,NEW HAVEN,2012,4
OR,UMATILLA,2012,2
WI,GRANT,2012,25
MO,GREENE,2012,2
KS,MORTON,2006,7
OK,WOODS,2006,4
OK,WASHITA,2006,3
OK,JACKSON,2006,1
MD,BALTIMORE,2010,4
IN,VANDERBURGH,2010,20
VA,HANOVER,2010,4
NM,QUAY,2010,3
VA,CULPEPER,2010,6
OK,WOODS,2008,6
WA,CLARK,2008,3
CO,PUEBLO,2008,4
OR,MULTNOMAH,2008,3
AR,PULASKI,2008,3
WA,KING,2008,1
NM,COLFAX,2008,7
KY,BOONE,2008,14
WA,ISLAND,2008,4
AR,PRAIRIE,2008,3
OK,ROGERS,2008,6
VA,CARROLL,2008,6
NM,LEA,2007,2
AR,INDEPENDENCE,2007,2
VA,ALBEMARLE,2007,3
CO,PUEBLO,2007,14
VA,STAFFORD,2007,3
TX,UPSHUR,2007,1
IL,WHITE,2007,9
NM,SAN JUAN,2015,3
OK,CHEROKEE,2015,3
TN,RUTHERFORD,2015,6
KS,NEOSHO,2015,7
MO,DENT,2014,19
OR,LAKE,2014,2
OK,POTTAWATOMIE,2014,3
CO,LAS ANIMAS,2014,14
AR,SEVIER,2014,1
NM,QUAY,2014,4
AR,JEFFERSON,2014,4
WV,BERKELEY,2014,11
NM,LEA,2009,2
OK,CHEROKEE,2009,3
GA,GWINNETT,2009,1
VA,CULPEPER,2009,4
NC,RUTHERFORD,2009,1
NM,CHAVES,2009,1
WV,BERKELEY,2009,11
OH,FAIRFIELD,2009,23
MS,PASQUOTANK,2009,3
VA,ARLINGTON,2009,5
KY,PULASKI,2009,3
MS,DESOTO,2009,2
IL,WHITE,2009,10
MD,FREDERICK,2009,4
KY,BELL,2009,5
OK,WASHITA,2009,2
VA,DINWIDDIE,2009,4
OR,WASHINGTON,2009,3
WA,KLICKITAT,2009,6
AR,JEFFERSON,2009,1
AZ,COCONINO,2008,5
MD,PRINCE GEORGE'S,2008,3
OK,CANADIAN,2008,4
NM,LOS ALAMOS,2008,9
AR,WHITE,2008,4
NM,RIO ARRIBA,2008,1
NC,RICHMOND,2008,1
ID,ADA,2008,11
NM,QUAY,2008,1
KY,FAYETTE,2008,9
KY,EDMONSON,2012,2
IL,MONTGOMERY,2012,5
VA,WASHINGTON,2012,1
WV,GREENBRIER,2012,5
WV,RANDOLPH,2012,5
OH,TRUMBULL,2012,11
WV,MONONGALIA,2012,4
NY,CHAUTAUQUA,2012,15
NE,SCOTTS BLUFF,2012,4
OK,ELLIS,2012,3
IL,COOK,2012,7
MA,SUFFOLK,2012,3
KS,MONTGOMERY,2012,2
PA,LYCOMING,2012,7
KS,GEARY,2012,7
WV,BERKELEY,2012,2
MO,ST. FRANCOIS,2012,3
KY,PULASKI,2012,2
PA,NORTHUMBERLAND,2012,8
UT,GRAND,2012,7
CT,NEW LONDON,2012,4
VA,ISLE OF WIGHT,2004,2
OR,UNION,2004,5
NM,UNION,2004,1
OR,KLAMATH,2004,4
WA,WALLA WALLA,2004,7
CO,WASHINGTON,2004,15
IN,VANDERBURGH,2004,13
CO,OTERO,2004,4
VA,ROANOKE,2004,3
NC,RICHMOND,2011,1
TX,BURNET,2011,2
TX,KERR,2011,2
NE,CHASE,2011,13
TN,SULLIVAN,2011,3
TX,SMITH,2011,3
CO,MONTEZUMA,2011,14
TX,JOHNSON,2011,2
MS,WARREN,2021,3
AR,WASHINGTON,2021,9
NY,QUEENS,2021,2
ID,ADA,2021,5
KS,HARVEY,2020,6
ME,PENOBSCOT,2020,19
MO,BARTON,2020,2
NE,SARPY,2020,16
VT,WINDSOR,2020,15
WA,SPOKANE,2020,3
TX,ANGELINA,2022,1
WA,FRANKLIN,2022,16
AL,DEKALB,2022,1
UT,BOX ELDER,2021,2
DE,NEW CASTLE,2021,3
CO,LA PLATA,2021,5
TN,CUMBERLAND,2021,2
RI,WASHINGTON,2022,5
OK,WOODWARD,2022,5
TX,WICHITA,2022,3
OR,MALHEUR,2022,6
OK,PAYNE,2022,7
AR,POPE,2021,6
OK,BRYAN,2021,8
TX,JASPER,2022,1
KS,GEARY,2020,7
OH,SUMMIT,2020,3
OK,WOODS,2022,9
GA,RICHMOND,2022,1
SC,RICHLAND,2022,1
NJ,CUMBERLAND,2022,4
VA,PULASKI,2022,7
AK,VALDEZ-CORDOVA,2022,2
OK,PONTOTOC,2022,3
GA,DOUGHERTY,2022,1
NM,SAN MIGUEL,2022,5
UT,SALT LAKE,2022,6
OK,ELLIS,2020,1
MO,DENT,2020,4
CO,LAS ANIMAS,2022,6
PA,YORK,2022,6
NJ,CUMBERLAND,2021,2
LA,MOREHOUSE,2021,6
TX,LUBBOCK,2021,7
NM,CHAVES,2021,2
KY,FRANKLIN,2021,9
CO,MONTROSE,2021,1
TN,DAVIDSON,2021,6
MA,DUKES,2021,4
TX,BELL,2021,7
LA,LAFAYETTE,2021,1
WV,BERKELEY,2021,5
TX,WILLIAMSON,2021,4
AL,COLBERT,2021,3
NM,OTERO,2021,1
IL,ALEXANDER,2020,4
IL,SALINE,2020,4
NM,UNION,2020,3
NV,HUMBOLDT,2020,1
ID,CANYON,2020,2
PA,YORK,2020,1
MO,CLAY,2020,6
IL,RICHLAND,2020,4
OK,SEQUOYAH,2022,3
VA,MONTGOMERY,2020,2
KS,SEWARD,2020,3
UT,SALT LAKE,2020,2
IL,VERMILION,2020,8
OK,WOODWARD,2020,2
PA,LUZERNE,2020,6
TX,KIMBLE,2021,4
NM,LINCOLN,2020,2
KY,BOONE,2020,2
KY,JEFFERSON,2020,1
MO,ST. FRANCOIS,2020,3
PA,BUTLER,2020,5
KY,CHRISTIAN,2020,4
OH,CLINTON,2020,4
IL,JEFFERSON,2020,3
TX,MCCULLOCH,2022,1
TX,HUNT,2022,2
NC,ROWAN,2022,1
AR,POPE,2022,2
TX,NACOGDOCHES,2022,2
MS,PASQUOTANK,2022,1
AR,MILLER,2022,1
KY,HENDERSON,2022,7
NM,QUAY,2020,1
KS,MORTON,2020,1
UT,BOX ELDER,2014,7
NM,CURRY,2014,3
TX,CULBERSON,2014,3
IL,WHITE,2014,10
VA,SMYTH,2014,7
OK,BRYAN,2014,1
CO,LA PLATA,2014,4
OR,MULTNOMAH,2014,3
OR,KLAMATH,2014,2
TX,LUBBOCK,2014,3
TX,CHILDRESS,2014,3
AK,BRISTOL BAY BOROUGH,2014,18
TX,PALO PINTO,2014,1
GA,BARTOW,2014,2
TX,COLLIN,2014,1
OK,GRADY,2014,6
NC,DARE,2018,3
NM,UNION,2018,4
RI,KENT,2018,7
NM,CURRY,2013,6
MD,MONTGOMERY,2013,2
MD,ANNE ARUNDEL,2013,3
WA,WHATCOM,2013,1
AK,VALDEZ-CORDOVA,2013,6
OK,CHEROKEE,2013,4
AL,DEKALB,2015,3
TX,WISE,2015,2
NC,CARTERET,2015,1
VA,HENRY,2015,2
WV,BERKELEY,2015,5
PA,PHILADELPHIA,2015,7
KY,FRANKLIN,2015,12
AR,BAXTER,2015,7
AK,KETCHIKAN GATEWAY BOROUGH,2015,2
OK,CARTER,2019,2
KY,WAYNE,2019,2
NJ,CUMBERLAND,2019,3
NY,ALBANY,2019,21
OR,UMATILLA,2019,10
NY,QUEENS,2019,4
OK,PAYNE,2019,4
NY,SUFFOLK,2017,8
NC,STANLY,2017,2
OK,LE FLORE,2017,3
VA,PITTSYLVANIA,2017,2
KS,SEWARD,2017,8
MO,DENT,2017,5
RI,WASHINGTON,2005,11
OK,CHEROKEE,2005,3
OK,KIOWA,2005,4
VA,WISE,2005,6
AR,INDEPENDENCE,2005,1
VA,HENRY,2005,3
NC,SURRY,2005,1
MD,WORCESTER,2005,5
VA,CAMPBELL,2005,7
